EPOCH                                      MMS4_R_GEO_X                MMS4_R_GEO_Y                MMS4_R_GEO_Z                MMS4_V_GEO_X                MMS4_V_GEO_Y                MMS4_V_GEO_Z
dd-mm-yyyy hh:mm:ss.mil.mic                          km                          km                          km                        km/s                        km/s                        km/s
09-12-2016 09:02:12.370.000                     36337.9                     58719.8                    -27893.4                   -0.510573                    0.979796                    0.127408
09-12-2016 09:02:12.400.000                     36338.0                     58719.8                    -27893.4                   -0.510572                    0.979796                    0.127409
09-12-2016 09:02:12.430.000                     36338.1                     58719.7                    -27893.4                   -0.510571                    0.979795                    0.127410
09-12-2016 09:02:12.460.000                     36338.2                     58719.7                    -27893.4                   -0.510570                    0.979795                    0.127411
09-12-2016 09:02:12.490.000                     36338.3                     58719.6                    -27893.4                   -0.510568                    0.979794                    0.127411
09-12-2016 09:02:12.520.000                     36338.5                     58719.6                    -27893.4                   -0.510567                    0.979793                    0.127412
09-12-2016 09:02:12.550.000                     36338.6                     58719.5                    -27893.4                   -0.510566                    0.979793                    0.127413
09-12-2016 09:02:12.580.000                     36338.7                     58719.5                    -27893.4                   -0.510565                    0.979792                    0.127414
09-12-2016 09:02:12.610.000                     36338.8                     58719.4                    -27893.4                   -0.510564                    0.979792                    0.127415
09-12-2016 09:02:12.640.000                     36338.9                     58719.4                    -27893.4                   -0.510563                    0.979791                    0.127415
09-12-2016 09:02:12.670.000                     36339.0                     58719.3                    -27893.4                   -0.510562                    0.979790                    0.127416
09-12-2016 09:02:12.700.000                     36339.1                     58719.3                    -27893.4                   -0.510561                    0.979790                    0.127417
09-12-2016 09:02:12.730.000                     36339.3                     58719.2                    -27893.4                   -0.510560                    0.979789                    0.127418
09-12-2016 09:02:12.760.000                     36339.4                     58719.2                    -27893.4                   -0.510559                    0.979789                    0.127419
09-12-2016 09:02:12.790.000                     36339.5                     58719.1                    -27893.4                   -0.510558                    0.979788                    0.127419
09-12-2016 09:02:12.820.000                     36339.6                     58719.1                    -27893.4                   -0.510556                    0.979788                    0.127420
09-12-2016 09:02:12.850.000                     36339.7                     58719.0                    -27893.4                   -0.510555                    0.979787                    0.127421
09-12-2016 09:02:12.880.000                     36339.8                     58719.0                    -27893.4                   -0.510554                    0.979786                    0.127422
09-12-2016 09:02:12.910.000                     36339.9                     58718.9                    -27893.3                   -0.510553                    0.979786                    0.127423
09-12-2016 09:02:12.940.000                     36340.0                     58718.9                    -27893.3                   -0.510552                    0.979785                    0.127423
09-12-2016 09:02:12.970.000                     36340.2                     58718.8                    -27893.3                   -0.510551                    0.979785                    0.127424
09-12-2016 09:02:13.000.000                     36340.3                     58718.8                    -27893.3                   -0.510550                    0.979784                    0.127425
09-12-2016 09:02:13.030.000                     36340.4                     58718.7                    -27893.3                   -0.510549                    0.979783                    0.127426
09-12-2016 09:02:13.060.000                     36340.5                     58718.7                    -27893.3                   -0.510548                    0.979783                    0.127427
09-12-2016 09:02:13.090.000                     36340.6                     58718.6                    -27893.3                   -0.510547                    0.979782                    0.127428
09-12-2016 09:02:13.120.000                     36340.7                     58718.6                    -27893.3                   -0.510546                    0.979782                    0.127428
09-12-2016 09:02:13.150.000                     36340.8                     58718.5                    -27893.3                   -0.510544                    0.979781                    0.127429
09-12-2016 09:02:13.180.000                     36340.9                     58718.5                    -27893.3                   -0.510543                    0.979781                    0.127430
09-12-2016 09:02:13.210.000                     36341.1                     58718.4                    -27893.3                   -0.510542                    0.979780                    0.127431
09-12-2016 09:02:13.240.000                     36341.2                     58718.4                    -27893.3                   -0.510541                    0.979779                    0.127432
09-12-2016 09:02:13.270.000                     36341.3                     58718.3                    -27893.3                   -0.510540                    0.979779                    0.127432
09-12-2016 09:02:13.300.000                     36341.4                     58718.3                    -27893.3                   -0.510539                    0.979778                    0.127433
09-12-2016 09:02:13.330.000                     36341.5                     58718.2                    -27893.3                   -0.510538                    0.979778                    0.127434
09-12-2016 09:02:13.360.000                     36341.6                     58718.2                    -27893.3                   -0.510537                    0.979777                    0.127435
09-12-2016 09:02:13.390.000                     36341.7                     58718.1                    -27893.3                   -0.510536                    0.979777                    0.127436
09-12-2016 09:02:13.420.000                     36341.9                     58718.1                    -27893.3                   -0.510535                    0.979776                    0.127436
09-12-2016 09:02:13.450.000                     36342.0                     58718.0                    -27893.3                   -0.510534                    0.979775                    0.127437
09-12-2016 09:02:13.480.000                     36342.1                     58718.0                    -27893.3                   -0.510532                    0.979775                    0.127438
09-12-2016 09:02:13.510.000                     36342.2                     58717.9                    -27893.3                   -0.510531                    0.979774                    0.127439
09-12-2016 09:02:13.540.000                     36342.3                     58717.9                    -27893.3                   -0.510530                    0.979774                    0.127440
09-12-2016 09:02:13.570.000                     36342.4                     58717.8                    -27893.3                   -0.510529                    0.979773                    0.127440
09-12-2016 09:02:13.600.000                     36342.5                     58717.8                    -27893.3                   -0.510528                    0.979772                    0.127441
09-12-2016 09:02:13.630.000                     36342.6                     58717.7                    -27893.3                   -0.510527                    0.979772                    0.127442
09-12-2016 09:02:13.660.000                     36342.8                     58717.7                    -27893.3                   -0.510526                    0.979771                    0.127443
09-12-2016 09:02:13.690.000                     36342.9                     58717.6                    -27893.2                   -0.510525                    0.979771                    0.127444
09-12-2016 09:02:13.720.000                     36343.0                     58717.6                    -27893.2                   -0.510524                    0.979770                    0.127444
09-12-2016 09:02:13.750.000                     36343.1                     58717.5                    -27893.2                   -0.510523                    0.979770                    0.127445
09-12-2016 09:02:13.780.000                     36343.2                     58717.5                    -27893.2                   -0.510522                    0.979769                    0.127446
09-12-2016 09:02:13.810.000                     36343.3                     58717.4                    -27893.2                   -0.510520                    0.979768                    0.127447
09-12-2016 09:02:13.840.000                     36343.4                     58717.4                    -27893.2                   -0.510519                    0.979768                    0.127448
09-12-2016 09:02:13.870.000                     36343.6                     58717.3                    -27893.2                   -0.510518                    0.979767                    0.127449
09-12-2016 09:02:13.900.000                     36343.7                     58717.3                    -27893.2                   -0.510517                    0.979767                    0.127449
09-12-2016 09:02:13.930.000                     36343.8                     58717.2                    -27893.2                   -0.510516                    0.979766                    0.127450
09-12-2016 09:02:13.960.000                     36343.9                     58717.2                    -27893.2                   -0.510515                    0.979765                    0.127451
09-12-2016 09:02:13.990.000                     36344.0                     58717.1                    -27893.2                   -0.510514                    0.979765                    0.127452
09-12-2016 09:02:14.020.000                     36344.1                     58717.1                    -27893.2                   -0.510513                    0.979764                    0.127453
09-12-2016 09:02:14.050.000                     36344.2                     58717.0                    -27893.2                   -0.510512                    0.979764                    0.127453
09-12-2016 09:02:14.080.000                     36344.3                     58717.0                    -27893.2                   -0.510511                    0.979763                    0.127454
09-12-2016 09:02:14.110.000                     36344.5                     58716.9                    -27893.2                   -0.510510                    0.979763                    0.127455
09-12-2016 09:02:14.140.000                     36344.6                     58716.9                    -27893.2                   -0.510508                    0.979762                    0.127456
09-12-2016 09:02:14.170.000                     36344.7                     58716.8                    -27893.2                   -0.510507                    0.979761                    0.127457
09-12-2016 09:02:14.200.000                     36344.8                     58716.8                    -27893.2                   -0.510506                    0.979761                    0.127457
09-12-2016 09:02:14.230.000                     36344.9                     58716.7                    -27893.2                   -0.510505                    0.979760                    0.127458
09-12-2016 09:02:14.260.000                     36345.0                     58716.7                    -27893.2                   -0.510504                    0.979760                    0.127459
09-12-2016 09:02:14.290.000                     36345.1                     58716.6                    -27893.2                   -0.510503                    0.979759                    0.127460
09-12-2016 09:02:14.320.000                     36345.2                     58716.6                    -27893.2                   -0.510502                    0.979758                    0.127461
09-12-2016 09:02:14.350.000                     36345.4                     58716.5                    -27893.2                   -0.510501                    0.979758                    0.127461
09-12-2016 09:02:14.380.000                     36345.5                     58716.5                    -27893.2                   -0.510500                    0.979757                    0.127462
09-12-2016 09:02:14.410.000                     36345.6                     58716.4                    -27893.2                   -0.510499                    0.979757                    0.127463
09-12-2016 09:02:14.440.000                     36345.7                     58716.4                    -27893.2                   -0.510498                    0.979756                    0.127464
09-12-2016 09:02:14.470.000                     36345.8                     58716.3                    -27893.1                   -0.510496                    0.979756                    0.127465
09-12-2016 09:02:14.500.000                     36345.9                     58716.3                    -27893.1                   -0.510495                    0.979755                    0.127465
09-12-2016 09:02:14.530.000                     36346.0                     58716.2                    -27893.1                   -0.510494                    0.979754                    0.127466
09-12-2016 09:02:14.560.000                     36346.2                     58716.2                    -27893.1                   -0.510493                    0.979754                    0.127467
09-12-2016 09:02:14.590.000                     36346.3                     58716.1                    -27893.1                   -0.510492                    0.979753                    0.127468
09-12-2016 09:02:14.620.000                     36346.4                     58716.1                    -27893.1                   -0.510491                    0.979753                    0.127469
09-12-2016 09:02:14.650.000                     36346.5                     58716.0                    -27893.1                   -0.510490                    0.979752                    0.127470
09-12-2016 09:02:14.680.000                     36346.6                     58716.0                    -27893.1                   -0.510489                    0.979751                    0.127470
09-12-2016 09:02:14.710.000                     36346.7                     58715.9                    -27893.1                   -0.510488                    0.979751                    0.127471
09-12-2016 09:02:14.740.000                     36346.8                     58715.9                    -27893.1                   -0.510487                    0.979750                    0.127472
09-12-2016 09:02:14.770.000                     36346.9                     58715.8                    -27893.1                   -0.510486                    0.979750                    0.127473
09-12-2016 09:02:14.800.000                     36347.1                     58715.8                    -27893.1                   -0.510484                    0.979749                    0.127474
09-12-2016 09:02:14.830.000                     36347.2                     58715.7                    -27893.1                   -0.510483                    0.979749                    0.127474
09-12-2016 09:02:14.860.000                     36347.3                     58715.7                    -27893.1                   -0.510482                    0.979748                    0.127475
09-12-2016 09:02:14.890.000                     36347.4                     58715.6                    -27893.1                   -0.510481                    0.979747                    0.127476
09-12-2016 09:02:14.920.000                     36347.5                     58715.6                    -27893.1                   -0.510480                    0.979747                    0.127477
09-12-2016 09:02:14.950.000                     36347.6                     58715.5                    -27893.1                   -0.510479                    0.979746                    0.127478
09-12-2016 09:02:14.980.000                     36347.7                     58715.5                    -27893.1                   -0.510478                    0.979746                    0.127478
09-12-2016 09:02:15.010.000                     36347.8                     58715.4                    -27893.1                   -0.510477                    0.979745                    0.127479
09-12-2016 09:02:15.040.000                     36348.0                     58715.4                    -27893.1                   -0.510476                    0.979744                    0.127480
09-12-2016 09:02:15.070.000                     36348.1                     58715.3                    -27893.1                   -0.510475                    0.979744                    0.127481
09-12-2016 09:02:15.100.000                     36348.2                     58715.3                    -27893.1                   -0.510473                    0.979743                    0.127482
09-12-2016 09:02:15.130.000                     36348.3                     58715.2                    -27893.1                   -0.510472                    0.979743                    0.127482
09-12-2016 09:02:15.160.000                     36348.4                     58715.2                    -27893.1                   -0.510471                    0.979742                    0.127483
09-12-2016 09:02:15.190.000                     36348.5                     58715.1                    -27893.1                   -0.510470                    0.979742                    0.127484
09-12-2016 09:02:15.220.000                     36348.6                     58715.1                    -27893.1                   -0.510469                    0.979741                    0.127485
09-12-2016 09:02:15.250.000                     36348.8                     58715.0                    -27893.0                   -0.510468                    0.979740                    0.127486
09-12-2016 09:02:15.280.000                     36348.9                     58715.0                    -27893.0                   -0.510467                    0.979740                    0.127486
09-12-2016 09:02:15.310.000                     36349.0                     58714.9                    -27893.0                   -0.510466                    0.979739                    0.127487
09-12-2016 09:02:15.340.000                     36349.1                     58714.9                    -27893.0                   -0.510465                    0.979739                    0.127488
09-12-2016 09:02:15.370.000                     36349.2                     58714.8                    -27893.0                   -0.510464                    0.979738                    0.127489
09-12-2016 09:02:15.400.000                     36349.3                     58714.8                    -27893.0                   -0.510463                    0.979737                    0.127490
09-12-2016 09:02:15.430.000                     36349.4                     58714.7                    -27893.0                   -0.510461                    0.979737                    0.127490
09-12-2016 09:02:15.460.000                     36349.5                     58714.7                    -27893.0                   -0.510460                    0.979736                    0.127491
09-12-2016 09:02:15.490.000                     36349.7                     58714.6                    -27893.0                   -0.510459                    0.979736                    0.127492
09-12-2016 09:02:15.520.000                     36349.8                     58714.6                    -27893.0                   -0.510458                    0.979735                    0.127493
09-12-2016 09:02:15.550.000                     36349.9                     58714.5                    -27893.0                   -0.510457                    0.979735                    0.127494
09-12-2016 09:02:15.580.000                     36350.0                     58714.5                    -27893.0                   -0.510456                    0.979734                    0.127495
09-12-2016 09:02:15.610.000                     36350.1                     58714.4                    -27893.0                   -0.510455                    0.979733                    0.127495
09-12-2016 09:02:15.640.000                     36350.2                     58714.4                    -27893.0                   -0.510454                    0.979733                    0.127496
09-12-2016 09:02:15.670.000                     36350.3                     58714.3                    -27893.0                   -0.510453                    0.979732                    0.127497
09-12-2016 09:02:15.700.000                     36350.5                     58714.3                    -27893.0                   -0.510452                    0.979732                    0.127498
09-12-2016 09:02:15.730.000                     36350.6                     58714.2                    -27893.0                   -0.510451                    0.979731                    0.127499
09-12-2016 09:02:15.760.000                     36350.7                     58714.2                    -27893.0                   -0.510449                    0.979730                    0.127499
09-12-2016 09:02:15.790.000                     36350.8                     58714.1                    -27893.0                   -0.510448                    0.979730                    0.127500
09-12-2016 09:02:15.820.000                     36350.9                     58714.1                    -27893.0                   -0.510447                    0.979729                    0.127501
09-12-2016 09:02:15.850.000                     36351.0                     58714.0                    -27893.0                   -0.510446                    0.979729                    0.127502
09-12-2016 09:02:15.880.000                     36351.1                     58714.0                    -27893.0                   -0.510445                    0.979728                    0.127503
09-12-2016 09:02:15.910.000                     36351.2                     58713.9                    -27893.0                   -0.510444                    0.979728                    0.127503
09-12-2016 09:02:15.940.000                     36351.4                     58713.9                    -27893.0                   -0.510443                    0.979727                    0.127504
09-12-2016 09:02:15.970.000                     36351.5                     58713.8                    -27893.0                   -0.510442                    0.979726                    0.127505
09-12-2016 09:02:16.000.000                     36351.6                     58713.8                    -27893.0                   -0.510441                    0.979726                    0.127506
09-12-2016 09:02:16.030.000                     36351.7                     58713.7                    -27892.9                   -0.510440                    0.979725                    0.127507
09-12-2016 09:02:16.060.000                     36351.8                     58713.7                    -27892.9                   -0.510439                    0.979725                    0.127507
09-12-2016 09:02:16.090.000                     36351.9                     58713.6                    -27892.9                   -0.510437                    0.979724                    0.127508
09-12-2016 09:02:16.120.000                     36352.0                     58713.6                    -27892.9                   -0.510436                    0.979723                    0.127509
09-12-2016 09:02:16.150.000                     36352.1                     58713.5                    -27892.9                   -0.510435                    0.979723                    0.127510
09-12-2016 09:02:16.180.000                     36352.3                     58713.5                    -27892.9                   -0.510434                    0.979722                    0.127511
09-12-2016 09:02:16.210.000                     36352.4                     58713.4                    -27892.9                   -0.510433                    0.979722                    0.127511
09-12-2016 09:02:16.240.000                     36352.5                     58713.4                    -27892.9                   -0.510432                    0.979721                    0.127512
09-12-2016 09:02:16.270.000                     36352.6                     58713.3                    -27892.9                   -0.510431                    0.979721                    0.127513
09-12-2016 09:02:16.300.000                     36352.7                     58713.3                    -27892.9                   -0.510430                    0.979720                    0.127514
09-12-2016 09:02:16.330.000                     36352.8                     58713.2                    -27892.9                   -0.510429                    0.979719                    0.127515
09-12-2016 09:02:16.360.000                     36352.9                     58713.2                    -27892.9                   -0.510428                    0.979719                    0.127516
09-12-2016 09:02:16.390.000                     36353.1                     58713.1                    -27892.9                   -0.510427                    0.979718                    0.127516
09-12-2016 09:02:16.420.000                     36353.2                     58713.1                    -27892.9                   -0.510425                    0.979718                    0.127517
09-12-2016 09:02:16.450.000                     36353.3                     58713.0                    -27892.9                   -0.510424                    0.979717                    0.127518
09-12-2016 09:02:16.480.000                     36353.4                     58713.0                    -27892.9                   -0.510423                    0.979716                    0.127519
09-12-2016 09:02:16.510.000                     36353.5                     58712.9                    -27892.9                   -0.510422                    0.979716                    0.127520
09-12-2016 09:02:16.540.000                     36353.6                     58712.9                    -27892.9                   -0.510421                    0.979715                    0.127520
09-12-2016 09:02:16.570.000                     36353.7                     58712.8                    -27892.9                   -0.510420                    0.979715                    0.127521
09-12-2016 09:02:16.600.000                     36353.8                     58712.8                    -27892.9                   -0.510419                    0.979714                    0.127522
09-12-2016 09:02:16.630.000                     36354.0                     58712.7                    -27892.9                   -0.510418                    0.979714                    0.127523
09-12-2016 09:02:16.660.000                     36354.1                     58712.7                    -27892.9                   -0.510417                    0.979713                    0.127524
09-12-2016 09:02:16.690.000                     36354.2                     58712.6                    -27892.9                   -0.510416                    0.979712                    0.127524
09-12-2016 09:02:16.720.000                     36354.3                     58712.6                    -27892.9                   -0.510415                    0.979712                    0.127525
09-12-2016 09:02:16.750.000                     36354.4                     58712.5                    -27892.9                   -0.510413                    0.979711                    0.127526
09-12-2016 09:02:16.780.000                     36354.5                     58712.5                    -27892.9                   -0.510412                    0.979711                    0.127527
09-12-2016 09:02:16.810.000                     36354.6                     58712.4                    -27892.9                   -0.510411                    0.979710                    0.127528
09-12-2016 09:02:16.840.000                     36354.8                     58712.4                    -27892.8                   -0.510410                    0.979709                    0.127528
09-12-2016 09:02:16.870.000                     36354.9                     58712.3                    -27892.8                   -0.510409                    0.979709                    0.127529
09-12-2016 09:02:16.900.000                     36355.0                     58712.3                    -27892.8                   -0.510408                    0.979708                    0.127530
09-12-2016 09:02:16.930.000                     36355.1                     58712.2                    -27892.8                   -0.510407                    0.979708                    0.127531
09-12-2016 09:02:16.960.000                     36355.2                     58712.2                    -27892.8                   -0.510406                    0.979707                    0.127532
09-12-2016 09:02:16.990.000                     36355.3                     58712.1                    -27892.8                   -0.510405                    0.979707                    0.127532
09-12-2016 09:02:17.020.000                     36355.4                     58712.1                    -27892.8                   -0.510404                    0.979706                    0.127533
09-12-2016 09:02:17.050.000                     36355.5                     58712.0                    -27892.8                   -0.510403                    0.979705                    0.127534
09-12-2016 09:02:17.080.000                     36355.7                     58712.0                    -27892.8                   -0.510401                    0.979705                    0.127535
09-12-2016 09:02:17.110.000                     36355.8                     58711.9                    -27892.8                   -0.510400                    0.979704                    0.127536
09-12-2016 09:02:17.140.000                     36355.9                     58711.9                    -27892.8                   -0.510399                    0.979704                    0.127537
09-12-2016 09:02:17.170.000                     36356.0                     58711.8                    -27892.8                   -0.510398                    0.979703                    0.127537
09-12-2016 09:02:17.200.000                     36356.1                     58711.8                    -27892.8                   -0.510397                    0.979702                    0.127538
09-12-2016 09:02:17.230.000                     36356.2                     58711.7                    -27892.8                   -0.510396                    0.979702                    0.127539
09-12-2016 09:02:17.260.000                     36356.3                     58711.7                    -27892.8                   -0.510395                    0.979701                    0.127540
09-12-2016 09:02:17.290.000                     36356.4                     58711.6                    -27892.8                   -0.510394                    0.979701                    0.127541
09-12-2016 09:02:17.320.000                     36356.6                     58711.6                    -27892.8                   -0.510393                    0.979700                    0.127541
09-12-2016 09:02:17.350.000                     36356.7                     58711.5                    -27892.8                   -0.510392                    0.979700                    0.127542
09-12-2016 09:02:17.380.000                     36356.8                     58711.5                    -27892.8                   -0.510391                    0.979699                    0.127543
09-12-2016 09:02:17.410.000                     36356.9                     58711.4                    -27892.8                   -0.510389                    0.979698                    0.127544
09-12-2016 09:02:17.440.000                     36357.0                     58711.4                    -27892.8                   -0.510388                    0.979698                    0.127545
09-12-2016 09:02:17.470.000                     36357.1                     58711.3                    -27892.8                   -0.510387                    0.979697                    0.127545
09-12-2016 09:02:17.500.000                     36357.2                     58711.3                    -27892.8                   -0.510386                    0.979697                    0.127546
09-12-2016 09:02:17.530.000                     36357.4                     58711.2                    -27892.8                   -0.510385                    0.979696                    0.127547
09-12-2016 09:02:17.560.000                     36357.5                     58711.2                    -27892.8                   -0.510384                    0.979695                    0.127548
09-12-2016 09:02:17.590.000                     36357.6                     58711.1                    -27892.8                   -0.510383                    0.979695                    0.127549
09-12-2016 09:02:17.620.000                     36357.7                     58711.1                    -27892.7                   -0.510382                    0.979694                    0.127549
09-12-2016 09:02:17.650.000                     36357.8                     58711.0                    -27892.7                   -0.510381                    0.979694                    0.127550
09-12-2016 09:02:17.680.000                     36357.9                     58711.0                    -27892.7                   -0.510380                    0.979693                    0.127551
09-12-2016 09:02:17.710.000                     36358.0                     58710.9                    -27892.7                   -0.510379                    0.979693                    0.127552
09-12-2016 09:02:17.740.000                     36358.1                     58710.9                    -27892.7                   -0.510377                    0.979692                    0.127553
09-12-2016 09:02:17.770.000                     36358.3                     58710.8                    -27892.7                   -0.510376                    0.979691                    0.127553
09-12-2016 09:02:17.800.000                     36358.4                     58710.8                    -27892.7                   -0.510375                    0.979691                    0.127554
09-12-2016 09:02:17.830.000                     36358.5                     58710.7                    -27892.7                   -0.510374                    0.979690                    0.127555
09-12-2016 09:02:17.860.000                     36358.6                     58710.7                    -27892.7                   -0.510373                    0.979690                    0.127556
09-12-2016 09:02:17.890.000                     36358.7                     58710.6                    -27892.7                   -0.510372                    0.979689                    0.127557
09-12-2016 09:02:17.920.000                     36358.8                     58710.6                    -27892.7                   -0.510371                    0.979688                    0.127558
09-12-2016 09:02:17.950.000                     36358.9                     58710.5                    -27892.7                   -0.510370                    0.979688                    0.127558
09-12-2016 09:02:17.980.000                     36359.0                     58710.5                    -27892.7                   -0.510369                    0.979687                    0.127559
09-12-2016 09:02:18.010.000                     36359.2                     58710.4                    -27892.7                   -0.510368                    0.979687                    0.127560
09-12-2016 09:02:18.040.000                     36359.3                     58710.4                    -27892.7                   -0.510367                    0.979686                    0.127561
09-12-2016 09:02:18.070.000                     36359.4                     58710.3                    -27892.7                   -0.510365                    0.979686                    0.127562
09-12-2016 09:02:18.100.000                     36359.5                     58710.3                    -27892.7                   -0.510364                    0.979685                    0.127562
09-12-2016 09:02:18.130.000                     36359.6                     58710.2                    -27892.7                   -0.510363                    0.979684                    0.127563
09-12-2016 09:02:18.160.000                     36359.7                     58710.2                    -27892.7                   -0.510362                    0.979684                    0.127564
09-12-2016 09:02:18.190.000                     36359.8                     58710.1                    -27892.7                   -0.510361                    0.979683                    0.127565
09-12-2016 09:02:18.220.000                     36360.0                     58710.1                    -27892.7                   -0.510360                    0.979683                    0.127566
09-12-2016 09:02:18.250.000                     36360.1                     58710.0                    -27892.7                   -0.510359                    0.979682                    0.127566
09-12-2016 09:02:18.280.000                     36360.2                     58710.0                    -27892.7                   -0.510358                    0.979681                    0.127567
09-12-2016 09:02:18.310.000                     36360.3                     58709.9                    -27892.7                   -0.510357                    0.979681                    0.127568
09-12-2016 09:02:18.340.000                     36360.4                     58709.9                    -27892.7                   -0.510356                    0.979680                    0.127569
09-12-2016 09:02:18.370.000                     36360.5                     58709.8                    -27892.7                   -0.510355                    0.979680                    0.127570
09-12-2016 09:02:18.400.000                     36360.6                     58709.8                    -27892.6                   -0.510353                    0.979679                    0.127570
09-12-2016 09:02:18.430.000                     36360.7                     58709.7                    -27892.6                   -0.510352                    0.979679                    0.127571
09-12-2016 09:02:18.460.000                     36360.9                     58709.7                    -27892.6                   -0.510351                    0.979678                    0.127572
09-12-2016 09:02:18.490.000                     36361.0                     58709.6                    -27892.6                   -0.510350                    0.979677                    0.127573
09-12-2016 09:02:18.520.000                     36361.1                     58709.6                    -27892.6                   -0.510349                    0.979677                    0.127574
09-12-2016 09:02:18.550.000                     36361.2                     58709.5                    -27892.6                   -0.510348                    0.979676                    0.127574
09-12-2016 09:02:18.580.000                     36361.3                     58709.5                    -27892.6                   -0.510347                    0.979676                    0.127575
09-12-2016 09:02:18.610.000                     36361.4                     58709.4                    -27892.6                   -0.510346                    0.979675                    0.127576
09-12-2016 09:02:18.640.000                     36361.5                     58709.4                    -27892.6                   -0.510345                    0.979674                    0.127577
09-12-2016 09:02:18.670.000                     36361.7                     58709.3                    -27892.6                   -0.510344                    0.979674                    0.127578
09-12-2016 09:02:18.700.000                     36361.8                     58709.3                    -27892.6                   -0.510343                    0.979673                    0.127579
09-12-2016 09:02:18.730.000                     36361.9                     58709.2                    -27892.6                   -0.510341                    0.979673                    0.127579
09-12-2016 09:02:18.760.000                     36362.0                     58709.2                    -27892.6                   -0.510340                    0.979672                    0.127580
09-12-2016 09:02:18.790.000                     36362.1                     58709.1                    -27892.6                   -0.510339                    0.979672                    0.127581
09-12-2016 09:02:18.820.000                     36362.2                     58709.1                    -27892.6                   -0.510338                    0.979671                    0.127582
09-12-2016 09:02:18.850.000                     36362.3                     58709.0                    -27892.6                   -0.510337                    0.979670                    0.127583
09-12-2016 09:02:18.880.000                     36362.4                     58709.0                    -27892.6                   -0.510336                    0.979670                    0.127583
09-12-2016 09:02:18.910.000                     36362.6                     58708.9                    -27892.6                   -0.510335                    0.979669                    0.127584
09-12-2016 09:02:18.940.000                     36362.7                     58708.9                    -27892.6                   -0.510334                    0.979669                    0.127585
09-12-2016 09:02:18.970.000                     36362.8                     58708.8                    -27892.6                   -0.510333                    0.979668                    0.127586
09-12-2016 09:02:19.000.000                     36362.9                     58708.8                    -27892.6                   -0.510332                    0.979667                    0.127587
09-12-2016 09:02:19.030.000                     36363.0                     58708.7                    -27892.6                   -0.510331                    0.979667                    0.127587
09-12-2016 09:02:19.060.000                     36363.1                     58708.7                    -27892.6                   -0.510329                    0.979666                    0.127588
09-12-2016 09:02:19.090.000                     36363.2                     58708.6                    -27892.6                   -0.510328                    0.979666                    0.127589
09-12-2016 09:02:19.120.000                     36363.3                     58708.6                    -27892.6                   -0.510327                    0.979665                    0.127590
09-12-2016 09:02:19.150.000                     36363.5                     58708.5                    -27892.6                   -0.510326                    0.979665                    0.127591
09-12-2016 09:02:19.180.000                     36363.6                     58708.5                    -27892.5                   -0.510325                    0.979664                    0.127591
09-12-2016 09:02:19.210.000                     36363.7                     58708.4                    -27892.5                   -0.510324                    0.979663                    0.127592
09-12-2016 09:02:19.240.000                     36363.8                     58708.4                    -27892.5                   -0.510323                    0.979663                    0.127593
