EPOCH                                      MMS4_R_GEO_X                MMS4_R_GEO_Y                MMS4_R_GEO_Z                MMS4_V_GEO_X                MMS4_V_GEO_Y                MMS4_V_GEO_Z
dd-mm-yyyy hh:mm:ss.mil.mic                          km                          km                          km                        km/s                        km/s                        km/s
09-12-2016 09:01:21.820.000                     36147.1                     58803.9                    -27899.8                   -0.512418                    0.980779                    0.126047
09-12-2016 09:01:21.850.000                     36147.3                     58803.8                    -27899.8                   -0.512417                    0.980779                    0.126048
09-12-2016 09:01:21.880.000                     36147.4                     58803.8                    -27899.8                   -0.512416                    0.980778                    0.126048
09-12-2016 09:01:21.910.000                     36147.5                     58803.7                    -27899.8                   -0.512414                    0.980777                    0.126049
09-12-2016 09:01:21.940.000                     36147.6                     58803.7                    -27899.8                   -0.512413                    0.980777                    0.126050
09-12-2016 09:01:21.970.000                     36147.7                     58803.6                    -27899.8                   -0.512412                    0.980776                    0.126051
09-12-2016 09:01:22.000.000                     36147.8                     58803.6                    -27899.8                   -0.512411                    0.980776                    0.126052
09-12-2016 09:01:22.030.000                     36147.9                     58803.5                    -27899.8                   -0.512410                    0.980775                    0.126052
09-12-2016 09:01:22.060.000                     36148.0                     58803.5                    -27899.8                   -0.512409                    0.980774                    0.126053
09-12-2016 09:01:22.090.000                     36148.2                     58803.4                    -27899.8                   -0.512408                    0.980774                    0.126054
09-12-2016 09:01:22.120.000                     36148.3                     58803.4                    -27899.8                   -0.512407                    0.980773                    0.126055
09-12-2016 09:01:22.150.000                     36148.4                     58803.3                    -27899.8                   -0.512406                    0.980773                    0.126056
09-12-2016 09:01:22.180.000                     36148.5                     58803.3                    -27899.8                   -0.512406                    0.980769                    0.126056
09-12-2016 09:01:22.210.000                     36148.6                     58803.2                    -27899.8                   -0.512405                    0.980769                    0.126057
09-12-2016 09:01:22.240.000                     36148.7                     58803.2                    -27899.8                   -0.512404                    0.980768                    0.126057
09-12-2016 09:01:22.270.000                     36148.8                     58803.1                    -27899.8                   -0.512403                    0.980767                    0.126058
09-12-2016 09:01:22.300.000                     36149.0                     58803.1                    -27899.8                   -0.512401                    0.980767                    0.126059
09-12-2016 09:01:22.330.000                     36149.1                     58803.0                    -27899.8                   -0.512400                    0.980766                    0.126060
09-12-2016 09:01:22.360.000                     36149.2                     58803.0                    -27899.8                   -0.512399                    0.980766                    0.126061
09-12-2016 09:01:22.390.000                     36149.3                     58802.9                    -27899.8                   -0.512398                    0.980765                    0.126061
09-12-2016 09:01:22.420.000                     36149.4                     58802.9                    -27899.7                   -0.512397                    0.980765                    0.126062
09-12-2016 09:01:22.450.000                     36149.5                     58802.8                    -27899.7                   -0.512396                    0.980764                    0.126063
09-12-2016 09:01:22.480.000                     36149.6                     58802.8                    -27899.7                   -0.512395                    0.980763                    0.126064
09-12-2016 09:01:22.510.000                     36149.7                     58802.7                    -27899.7                   -0.512394                    0.980763                    0.126065
09-12-2016 09:01:22.540.000                     36149.9                     58802.7                    -27899.7                   -0.512393                    0.980762                    0.126066
09-12-2016 09:01:22.570.000                     36150.0                     58802.6                    -27899.7                   -0.512392                    0.980762                    0.126066
09-12-2016 09:01:22.600.000                     36150.1                     58802.6                    -27899.7                   -0.512390                    0.980761                    0.126067
09-12-2016 09:01:22.630.000                     36150.2                     58802.5                    -27899.7                   -0.512389                    0.980760                    0.126068
09-12-2016 09:01:22.660.000                     36150.3                     58802.5                    -27899.7                   -0.512388                    0.980760                    0.126069
09-12-2016 09:01:22.690.000                     36150.4                     58802.4                    -27899.7                   -0.512387                    0.980759                    0.126070
09-12-2016 09:01:22.720.000                     36150.5                     58802.4                    -27899.7                   -0.512386                    0.980759                    0.126070
09-12-2016 09:01:22.750.000                     36150.7                     58802.3                    -27899.7                   -0.512385                    0.980758                    0.126071
09-12-2016 09:01:22.780.000                     36150.8                     58802.3                    -27899.7                   -0.512384                    0.980758                    0.126072
09-12-2016 09:01:22.810.000                     36150.9                     58802.2                    -27899.7                   -0.512383                    0.980757                    0.126073
09-12-2016 09:01:22.840.000                     36151.0                     58802.2                    -27899.7                   -0.512382                    0.980756                    0.126074
09-12-2016 09:01:22.870.000                     36151.1                     58802.1                    -27899.7                   -0.512381                    0.980756                    0.126074
09-12-2016 09:01:22.900.000                     36151.2                     58802.1                    -27899.7                   -0.512379                    0.980755                    0.126075
09-12-2016 09:01:22.930.000                     36151.3                     58802.0                    -27899.7                   -0.512378                    0.980755                    0.126076
09-12-2016 09:01:22.960.000                     36151.4                     58802.0                    -27899.7                   -0.512377                    0.980754                    0.126077
09-12-2016 09:01:22.990.000                     36151.6                     58801.9                    -27899.7                   -0.512376                    0.980753                    0.126078
09-12-2016 09:01:23.020.000                     36151.7                     58801.9                    -27899.7                   -0.512375                    0.980753                    0.126078
09-12-2016 09:01:23.050.000                     36151.8                     58801.8                    -27899.7                   -0.512374                    0.980752                    0.126079
09-12-2016 09:01:23.080.000                     36151.9                     58801.8                    -27899.7                   -0.512373                    0.980752                    0.126080
09-12-2016 09:01:23.110.000                     36152.0                     58801.7                    -27899.7                   -0.512372                    0.980751                    0.126081
09-12-2016 09:01:23.140.000                     36152.1                     58801.7                    -27899.7                   -0.512371                    0.980751                    0.126082
09-12-2016 09:01:23.170.000                     36152.2                     58801.6                    -27899.7                   -0.512370                    0.980750                    0.126083
09-12-2016 09:01:23.200.000                     36152.4                     58801.6                    -27899.6                   -0.512362                    0.980764                    0.126087
09-12-2016 09:01:23.230.000                     36152.5                     58801.5                    -27899.6                   -0.512361                    0.980763                    0.126088
09-12-2016 09:01:23.260.000                     36152.6                     58801.5                    -27899.6                   -0.512360                    0.980763                    0.126088
09-12-2016 09:01:23.290.000                     36152.7                     58801.4                    -27899.6                   -0.512359                    0.980762                    0.126089
09-12-2016 09:01:23.320.000                     36152.8                     58801.4                    -27899.6                   -0.512358                    0.980762                    0.126090
09-12-2016 09:01:23.350.000                     36152.9                     58801.3                    -27899.6                   -0.512356                    0.980761                    0.126091
09-12-2016 09:01:23.380.000                     36153.0                     58801.3                    -27899.6                   -0.512355                    0.980761                    0.126092
09-12-2016 09:01:23.410.000                     36153.1                     58801.2                    -27899.6                   -0.512354                    0.980760                    0.126092
09-12-2016 09:01:23.440.000                     36153.3                     58801.2                    -27899.6                   -0.512353                    0.980759                    0.126093
09-12-2016 09:01:23.470.000                     36153.4                     58801.1                    -27899.6                   -0.512352                    0.980759                    0.126094
09-12-2016 09:01:23.500.000                     36153.5                     58801.1                    -27899.6                   -0.512351                    0.980758                    0.126095
09-12-2016 09:01:23.530.000                     36153.6                     58801.0                    -27899.6                   -0.512350                    0.980758                    0.126096
09-12-2016 09:01:23.560.000                     36153.7                     58801.0                    -27899.6                   -0.512349                    0.980757                    0.126097
09-12-2016 09:01:23.590.000                     36153.8                     58800.9                    -27899.6                   -0.512348                    0.980756                    0.126097
09-12-2016 09:01:23.620.000                     36153.9                     58800.9                    -27899.6                   -0.512347                    0.980756                    0.126098
09-12-2016 09:01:23.650.000                     36154.1                     58800.8                    -27899.6                   -0.512345                    0.980755                    0.126099
09-12-2016 09:01:23.680.000                     36154.2                     58800.8                    -27899.6                   -0.512344                    0.980755                    0.126100
09-12-2016 09:01:23.710.000                     36154.3                     58800.7                    -27899.6                   -0.512343                    0.980754                    0.126101
09-12-2016 09:01:23.740.000                     36154.4                     58800.7                    -27899.6                   -0.512342                    0.980754                    0.126101
09-12-2016 09:01:23.770.000                     36154.5                     58800.6                    -27899.6                   -0.512341                    0.980753                    0.126102
09-12-2016 09:01:23.800.000                     36154.6                     58800.6                    -27899.6                   -0.512340                    0.980752                    0.126103
09-12-2016 09:01:23.830.000                     36154.7                     58800.5                    -27899.6                   -0.512339                    0.980752                    0.126104
09-12-2016 09:01:23.860.000                     36154.8                     58800.5                    -27899.6                   -0.512338                    0.980751                    0.126105
09-12-2016 09:01:23.890.000                     36155.0                     58800.4                    -27899.6                   -0.512337                    0.980751                    0.126105
09-12-2016 09:01:23.920.000                     36155.1                     58800.4                    -27899.6                   -0.512336                    0.980750                    0.126106
09-12-2016 09:01:23.950.000                     36155.2                     58800.3                    -27899.6                   -0.512334                    0.980749                    0.126107
09-12-2016 09:01:23.980.000                     36155.3                     58800.3                    -27899.6                   -0.512333                    0.980749                    0.126108
09-12-2016 09:01:24.010.000                     36155.4                     58800.2                    -27899.5                   -0.512332                    0.980748                    0.126109
09-12-2016 09:01:24.040.000                     36155.5                     58800.2                    -27899.5                   -0.512331                    0.980748                    0.126109
09-12-2016 09:01:24.070.000                     36155.6                     58800.1                    -27899.5                   -0.512330                    0.980747                    0.126110
09-12-2016 09:01:24.100.000                     36155.8                     58800.1                    -27899.5                   -0.512329                    0.980747                    0.126111
09-12-2016 09:01:24.130.000                     36155.9                     58800.0                    -27899.5                   -0.512328                    0.980746                    0.126112
09-12-2016 09:01:24.160.000                     36156.0                     58800.0                    -27899.5                   -0.512327                    0.980745                    0.126113
09-12-2016 09:01:24.190.000                     36156.1                     58799.9                    -27899.5                   -0.512326                    0.980745                    0.126113
09-12-2016 09:01:24.220.000                     36156.2                     58799.9                    -27899.5                   -0.512325                    0.980744                    0.126114
09-12-2016 09:01:24.250.000                     36156.3                     58799.9                    -27899.5                   -0.512323                    0.980744                    0.126115
09-12-2016 09:01:24.280.000                     36156.4                     58799.8                    -27899.5                   -0.512322                    0.980743                    0.126116
09-12-2016 09:01:24.310.000                     36156.5                     58799.8                    -27899.5                   -0.512321                    0.980742                    0.126117
09-12-2016 09:01:24.340.000                     36156.7                     58799.7                    -27899.5                   -0.512320                    0.980742                    0.126118
09-12-2016 09:01:24.370.000                     36156.8                     58799.7                    -27899.5                   -0.512319                    0.980741                    0.126118
09-12-2016 09:01:24.400.000                     36156.9                     58799.6                    -27899.5                   -0.512318                    0.980741                    0.126119
09-12-2016 09:01:24.430.000                     36157.0                     58799.6                    -27899.5                   -0.512317                    0.980740                    0.126120
09-12-2016 09:01:24.460.000                     36157.1                     58799.5                    -27899.5                   -0.512316                    0.980740                    0.126121
09-12-2016 09:01:24.490.000                     36157.2                     58799.5                    -27899.5                   -0.512315                    0.980739                    0.126122
09-12-2016 09:01:24.520.000                     36157.3                     58799.4                    -27899.5                   -0.512314                    0.980738                    0.126122
09-12-2016 09:01:24.550.000                     36157.5                     58799.4                    -27899.5                   -0.512312                    0.980738                    0.126123
09-12-2016 09:01:24.580.000                     36157.6                     58799.3                    -27899.5                   -0.512311                    0.980737                    0.126124
09-12-2016 09:01:24.610.000                     36157.7                     58799.3                    -27899.5                   -0.512310                    0.980737                    0.126125
09-12-2016 09:01:24.640.000                     36157.8                     58799.2                    -27899.5                   -0.512309                    0.980736                    0.126126
09-12-2016 09:01:24.670.000                     36157.9                     58799.2                    -27899.5                   -0.512308                    0.980735                    0.126126
09-12-2016 09:01:24.700.000                     36158.0                     58799.1                    -27899.5                   -0.512307                    0.980735                    0.126127
09-12-2016 09:01:24.730.000                     36158.1                     58799.1                    -27899.5                   -0.512306                    0.980734                    0.126128
09-12-2016 09:01:24.760.000                     36158.2                     58799.0                    -27899.5                   -0.512305                    0.980734                    0.126129
09-12-2016 09:01:24.790.000                     36158.4                     58799.0                    -27899.4                   -0.512304                    0.980733                    0.126130
09-12-2016 09:01:24.820.000                     36158.5                     58798.9                    -27899.4                   -0.512303                    0.980733                    0.126130
09-12-2016 09:01:24.850.000                     36158.6                     58798.9                    -27899.4                   -0.512301                    0.980732                    0.126131
09-12-2016 09:01:24.880.000                     36158.7                     58798.8                    -27899.4                   -0.512300                    0.980731                    0.126132
09-12-2016 09:01:24.910.000                     36158.8                     58798.8                    -27899.4                   -0.512299                    0.980731                    0.126133
09-12-2016 09:01:24.940.000                     36158.9                     58798.7                    -27899.4                   -0.512298                    0.980730                    0.126134
09-12-2016 09:01:24.970.000                     36159.0                     58798.7                    -27899.4                   -0.512297                    0.980730                    0.126134
09-12-2016 09:01:25.000.000                     36159.1                     58798.6                    -27899.4                   -0.512296                    0.980729                    0.126135
09-12-2016 09:01:25.030.000                     36159.3                     58798.6                    -27899.4                   -0.512295                    0.980728                    0.126136
09-12-2016 09:01:25.060.000                     36159.4                     58798.5                    -27899.4                   -0.512294                    0.980728                    0.126137
09-12-2016 09:01:25.090.000                     36159.5                     58798.5                    -27899.4                   -0.512293                    0.980727                    0.126138
09-12-2016 09:01:25.120.000                     36159.6                     58798.4                    -27899.4                   -0.512292                    0.980727                    0.126139
09-12-2016 09:01:25.150.000                     36159.7                     58798.4                    -27899.4                   -0.512290                    0.980726                    0.126139
09-12-2016 09:01:25.180.000                     36159.8                     58798.3                    -27899.4                   -0.512296                    0.980711                    0.126137
09-12-2016 09:01:25.210.000                     36159.9                     58798.3                    -27899.4                   -0.512295                    0.980710                    0.126137
09-12-2016 09:01:25.240.000                     36160.1                     58798.2                    -27899.4                   -0.512294                    0.980710                    0.126138
09-12-2016 09:01:25.270.000                     36160.2                     58798.2                    -27899.4                   -0.512293                    0.980709                    0.126139
09-12-2016 09:01:25.300.000                     36160.3                     58798.1                    -27899.4                   -0.512292                    0.980709                    0.126140
09-12-2016 09:01:25.330.000                     36160.4                     58798.1                    -27899.4                   -0.512291                    0.980708                    0.126141
09-12-2016 09:01:25.360.000                     36160.5                     58798.0                    -27899.4                   -0.512289                    0.980707                    0.126142
09-12-2016 09:01:25.390.000                     36160.6                     58798.0                    -27899.4                   -0.512288                    0.980707                    0.126142
09-12-2016 09:01:25.420.000                     36160.7                     58797.9                    -27899.4                   -0.512287                    0.980706                    0.126143
09-12-2016 09:01:25.450.000                     36160.8                     58797.9                    -27899.4                   -0.512286                    0.980706                    0.126144
09-12-2016 09:01:25.480.000                     36161.0                     58797.8                    -27899.4                   -0.512285                    0.980705                    0.126145
09-12-2016 09:01:25.510.000                     36161.1                     58797.8                    -27899.4                   -0.512284                    0.980704                    0.126146
09-12-2016 09:01:25.540.000                     36161.2                     58797.7                    -27899.4                   -0.512283                    0.980704                    0.126146
09-12-2016 09:01:25.570.000                     36161.3                     58797.7                    -27899.3                   -0.512282                    0.980703                    0.126147
09-12-2016 09:01:25.600.000                     36161.4                     58797.6                    -27899.3                   -0.512281                    0.980703                    0.126148
09-12-2016 09:01:25.630.000                     36161.5                     58797.6                    -27899.3                   -0.512280                    0.980702                    0.126149
09-12-2016 09:01:25.660.000                     36161.6                     58797.5                    -27899.3                   -0.512278                    0.980702                    0.126150
09-12-2016 09:01:25.690.000                     36161.8                     58797.5                    -27899.3                   -0.512277                    0.980701                    0.126150
09-12-2016 09:01:25.720.000                     36161.9                     58797.4                    -27899.3                   -0.512276                    0.980700                    0.126151
09-12-2016 09:01:25.750.000                     36162.0                     58797.4                    -27899.3                   -0.512275                    0.980700                    0.126152
09-12-2016 09:01:25.780.000                     36162.1                     58797.3                    -27899.3                   -0.512274                    0.980699                    0.126153
09-12-2016 09:01:25.810.000                     36162.2                     58797.3                    -27899.3                   -0.512273                    0.980699                    0.126154
09-12-2016 09:01:25.840.000                     36162.3                     58797.2                    -27899.3                   -0.512272                    0.980698                    0.126154
09-12-2016 09:01:25.870.000                     36162.4                     58797.2                    -27899.3                   -0.512271                    0.980697                    0.126155
09-12-2016 09:01:25.900.000                     36162.5                     58797.1                    -27899.3                   -0.512270                    0.980697                    0.126156
09-12-2016 09:01:25.930.000                     36162.7                     58797.1                    -27899.3                   -0.512269                    0.980696                    0.126157
09-12-2016 09:01:25.960.000                     36162.8                     58797.0                    -27899.3                   -0.512267                    0.980696                    0.126158
09-12-2016 09:01:25.990.000                     36162.9                     58797.0                    -27899.3                   -0.512266                    0.980695                    0.126158
09-12-2016 09:01:26.020.000                     36163.0                     58796.9                    -27899.3                   -0.512265                    0.980695                    0.126159
09-12-2016 09:01:26.050.000                     36163.1                     58796.9                    -27899.3                   -0.512264                    0.980694                    0.126160
09-12-2016 09:01:26.080.000                     36163.2                     58796.8                    -27899.3                   -0.512263                    0.980693                    0.126161
09-12-2016 09:01:26.110.000                     36163.3                     58796.8                    -27899.3                   -0.512262                    0.980693                    0.126162
09-12-2016 09:01:26.140.000                     36163.5                     58796.7                    -27899.3                   -0.512261                    0.980692                    0.126163
09-12-2016 09:01:26.170.000                     36163.6                     58796.7                    -27899.3                   -0.512260                    0.980692                    0.126163
09-12-2016 09:01:26.200.000                     36163.7                     58796.6                    -27899.3                   -0.512257                    0.980694                    0.126165
09-12-2016 09:01:26.230.000                     36163.8                     58796.6                    -27899.3                   -0.512256                    0.980693                    0.126166
09-12-2016 09:01:26.260.000                     36163.9                     58796.5                    -27899.3                   -0.512255                    0.980693                    0.126166
09-12-2016 09:01:26.290.000                     36164.0                     58796.5                    -27899.3                   -0.512254                    0.980692                    0.126167
09-12-2016 09:01:26.320.000                     36164.1                     58796.4                    -27899.3                   -0.512253                    0.980692                    0.126168
09-12-2016 09:01:26.350.000                     36164.2                     58796.4                    -27899.3                   -0.512252                    0.980691                    0.126169
09-12-2016 09:01:26.380.000                     36164.4                     58796.3                    -27899.2                   -0.512251                    0.980690                    0.126170
09-12-2016 09:01:26.410.000                     36164.5                     58796.3                    -27899.2                   -0.512250                    0.980690                    0.126171
09-12-2016 09:01:26.440.000                     36164.6                     58796.2                    -27899.2                   -0.512249                    0.980689                    0.126171
09-12-2016 09:01:26.470.000                     36164.7                     58796.2                    -27899.2                   -0.512247                    0.980689                    0.126172
09-12-2016 09:01:26.500.000                     36164.8                     58796.1                    -27899.2                   -0.512246                    0.980688                    0.126173
09-12-2016 09:01:26.530.000                     36164.9                     58796.1                    -27899.2                   -0.512245                    0.980688                    0.126174
09-12-2016 09:01:26.560.000                     36165.0                     58796.0                    -27899.2                   -0.512244                    0.980687                    0.126175
09-12-2016 09:01:26.590.000                     36165.2                     58796.0                    -27899.2                   -0.512243                    0.980686                    0.126175
09-12-2016 09:01:26.620.000                     36165.3                     58795.9                    -27899.2                   -0.512242                    0.980686                    0.126176
09-12-2016 09:01:26.650.000                     36165.4                     58795.9                    -27899.2                   -0.512241                    0.980685                    0.126177
09-12-2016 09:01:26.680.000                     36165.5                     58795.8                    -27899.2                   -0.512240                    0.980685                    0.126178
09-12-2016 09:01:26.710.000                     36165.6                     58795.8                    -27899.2                   -0.512239                    0.980684                    0.126179
09-12-2016 09:01:26.740.000                     36165.7                     58795.7                    -27899.2                   -0.512238                    0.980683                    0.126179
09-12-2016 09:01:26.770.000                     36165.8                     58795.7                    -27899.2                   -0.512237                    0.980683                    0.126180
09-12-2016 09:01:26.800.000                     36165.9                     58795.6                    -27899.2                   -0.512235                    0.980682                    0.126181
09-12-2016 09:01:26.830.000                     36166.1                     58795.6                    -27899.2                   -0.512234                    0.980682                    0.126182
09-12-2016 09:01:26.860.000                     36166.2                     58795.5                    -27899.2                   -0.512233                    0.980681                    0.126183
09-12-2016 09:01:26.890.000                     36166.3                     58795.5                    -27899.2                   -0.512232                    0.980681                    0.126183
09-12-2016 09:01:26.920.000                     36166.4                     58795.4                    -27899.2                   -0.512231                    0.980680                    0.126184
09-12-2016 09:01:26.950.000                     36166.5                     58795.4                    -27899.2                   -0.512230                    0.980679                    0.126185
09-12-2016 09:01:26.980.000                     36166.6                     58795.3                    -27899.2                   -0.512229                    0.980679                    0.126186
09-12-2016 09:01:27.010.000                     36166.7                     58795.3                    -27899.2                   -0.512228                    0.980678                    0.126187
09-12-2016 09:01:27.040.000                     36166.9                     58795.2                    -27899.2                   -0.512227                    0.980678                    0.126187
09-12-2016 09:01:27.070.000                     36167.0                     58795.2                    -27899.2                   -0.512226                    0.980677                    0.126188
09-12-2016 09:01:27.100.000                     36167.1                     58795.1                    -27899.2                   -0.512224                    0.980676                    0.126189
09-12-2016 09:01:27.130.000                     36167.2                     58795.1                    -27899.2                   -0.512223                    0.980676                    0.126190
09-12-2016 09:01:27.160.000                     36167.3                     58795.0                    -27899.1                   -0.512222                    0.980675                    0.126191
09-12-2016 09:01:27.190.000                     36167.4                     58795.0                    -27899.1                   -0.512221                    0.980674                    0.126191
09-12-2016 09:01:27.220.000                     36167.5                     58794.9                    -27899.1                   -0.512220                    0.980674                    0.126192
09-12-2016 09:01:27.250.000                     36167.6                     58794.9                    -27899.1                   -0.512219                    0.980673                    0.126193
09-12-2016 09:01:27.280.000                     36167.8                     58794.8                    -27899.1                   -0.512218                    0.980673                    0.126194
09-12-2016 09:01:27.310.000                     36167.9                     58794.8                    -27899.1                   -0.512217                    0.980672                    0.126195
09-12-2016 09:01:27.340.000                     36168.0                     58794.7                    -27899.1                   -0.512216                    0.980672                    0.126195
09-12-2016 09:01:27.370.000                     36168.1                     58794.7                    -27899.1                   -0.512215                    0.980671                    0.126196
09-12-2016 09:01:27.400.000                     36168.2                     58794.6                    -27899.1                   -0.512214                    0.980670                    0.126197
09-12-2016 09:01:27.430.000                     36168.3                     58794.6                    -27899.1                   -0.512213                    0.980670                    0.126198
09-12-2016 09:01:27.460.000                     36168.4                     58794.5                    -27899.1                   -0.512211                    0.980669                    0.126199
09-12-2016 09:01:27.490.000                     36168.5                     58794.5                    -27899.1                   -0.512210                    0.980669                    0.126200
09-12-2016 09:01:27.520.000                     36168.7                     58794.4                    -27899.1                   -0.512209                    0.980668                    0.126200
09-12-2016 09:01:27.550.000                     36168.8                     58794.4                    -27899.1                   -0.512208                    0.980667                    0.126201
09-12-2016 09:01:27.580.000                     36168.9                     58794.3                    -27899.1                   -0.512207                    0.980667                    0.126202
09-12-2016 09:01:27.610.000                     36169.0                     58794.3                    -27899.1                   -0.512206                    0.980666                    0.126203
09-12-2016 09:01:27.640.000                     36169.1                     58794.2                    -27899.1                   -0.512205                    0.980666                    0.126204
09-12-2016 09:01:27.670.000                     36169.2                     58794.2                    -27899.1                   -0.512204                    0.980665                    0.126204
09-12-2016 09:01:27.700.000                     36169.3                     58794.1                    -27899.1                   -0.512203                    0.980665                    0.126205
09-12-2016 09:01:27.730.000                     36169.5                     58794.1                    -27899.1                   -0.512202                    0.980664                    0.126206
09-12-2016 09:01:27.760.000                     36169.6                     58794.0                    -27899.1                   -0.512200                    0.980663                    0.126207
09-12-2016 09:01:27.790.000                     36169.7                     58794.0                    -27899.1                   -0.512199                    0.980663                    0.126208
09-12-2016 09:01:27.820.000                     36169.8                     58793.9                    -27899.1                   -0.512198                    0.980662                    0.126208
09-12-2016 09:01:27.850.000                     36169.9                     58793.9                    -27899.1                   -0.512197                    0.980662                    0.126209
09-12-2016 09:01:27.880.000                     36170.0                     58793.8                    -27899.1                   -0.512196                    0.980661                    0.126210
09-12-2016 09:01:27.910.000                     36170.1                     58793.8                    -27899.1                   -0.512195                    0.980660                    0.126211
09-12-2016 09:01:27.940.000                     36170.2                     58793.7                    -27899.1                   -0.512194                    0.980660                    0.126212
09-12-2016 09:01:27.970.000                     36170.4                     58793.7                    -27899.0                   -0.512193                    0.980659                    0.126212
09-12-2016 09:01:28.000.000                     36170.5                     58793.6                    -27899.0                   -0.512192                    0.980659                    0.126213
09-12-2016 09:01:28.030.000                     36170.6                     58793.6                    -27899.0                   -0.512191                    0.980658                    0.126214
09-12-2016 09:01:28.060.000                     36170.7                     58793.5                    -27899.0                   -0.512189                    0.980658                    0.126215
09-12-2016 09:01:28.090.000                     36170.8                     58793.5                    -27899.0                   -0.512188                    0.980657                    0.126216
09-12-2016 09:01:28.120.000                     36170.9                     58793.4                    -27899.0                   -0.512187                    0.980656                    0.126216
09-12-2016 09:01:28.150.000                     36171.0                     58793.4                    -27899.0                   -0.512186                    0.980656                    0.126217
09-12-2016 09:01:28.180.000                     36171.2                     58793.3                    -27899.0                   -0.512185                    0.980655                    0.126218
09-12-2016 09:01:28.210.000                     36171.3                     58793.3                    -27899.0                   -0.512184                    0.980655                    0.126219
09-12-2016 09:01:28.240.000                     36171.4                     58793.2                    -27899.0                   -0.512183                    0.980654                    0.126220
09-12-2016 09:01:28.270.000                     36171.5                     58793.2                    -27899.0                   -0.512182                    0.980653                    0.126221
09-12-2016 09:01:28.300.000                     36171.6                     58793.1                    -27899.0                   -0.512181                    0.980653                    0.126221
09-12-2016 09:01:28.330.000                     36171.7                     58793.1                    -27899.0                   -0.512180                    0.980652                    0.126222
09-12-2016 09:01:28.360.000                     36171.8                     58793.0                    -27899.0                   -0.512178                    0.980652                    0.126223
09-12-2016 09:01:28.390.000                     36171.9                     58793.0                    -27899.0                   -0.512177                    0.980651                    0.126224
09-12-2016 09:01:28.420.000                     36172.1                     58792.9                    -27899.0                   -0.512176                    0.980651                    0.126225
09-12-2016 09:01:28.450.000                     36172.2                     58792.9                    -27899.0                   -0.512175                    0.980650                    0.126225
09-12-2016 09:01:28.480.000                     36172.3                     58792.8                    -27899.0                   -0.512174                    0.980649                    0.126226
09-12-2016 09:01:28.510.000                     36172.4                     58792.8                    -27899.0                   -0.512173                    0.980649                    0.126227
09-12-2016 09:01:28.540.000                     36172.5                     58792.7                    -27899.0                   -0.512172                    0.980648                    0.126228
09-12-2016 09:01:28.570.000                     36172.6                     58792.7                    -27899.0                   -0.512171                    0.980648                    0.126229
09-12-2016 09:01:28.600.000                     36172.7                     58792.6                    -27899.0                   -0.512170                    0.980647                    0.126229
09-12-2016 09:01:28.630.000                     36172.9                     58792.6                    -27899.0                   -0.512169                    0.980646                    0.126230
09-12-2016 09:01:28.660.000                     36173.0                     58792.5                    -27899.0                   -0.512168                    0.980646                    0.126231
09-12-2016 09:01:28.690.000                     36173.1                     58792.5                    -27899.0                   -0.512166                    0.980645                    0.126232
